DB_Object_Symbol	WyattClarkIC
P21127	100.7366039927785
Q8TCQ1	206.644248704057
Q92186	227.68288697734295
Q9HAZ2	156.42125122946518
Q9H9V9	125.7426323682247
Q9Y2H0	0.4917572436244746
Q8IV04	103.14635116469235
Q9NQZ3	103.85996858394415
Q96N03	64.25544840505006
Q8N6C5	99.21859953862068
O94856	8.175059072046128
Q9Y6H1	128.51868993289233
O14983	378.9158018530785
P78347	102.69451207166273
Q15796	605.1439988231369
Q6UXN9	231.74868696393537
P07949	403.84397544163284
Q7L1W4	219.05210897253468
P35548	54.93500170618041
Q9Y4C8	14.203022832066413
Q1HG44	157.78875035446072
O43323	27.75012980550682
Q16739	194.31184522323937
Q9NR50	262.3089519103851
Q9BTP7	23.22376886072237
O75192	116.05173461456678
O75347	0.4917572436244746
Q8IZR5	0.4917572436244746
Q13324	0.4917572436244746
Q8WV41	351.6202876126139
Q9UIX4	210.44580945894936
Q9UQ35	170.3436842740427
O14576	177.54489549273165
Q06495	153.06310968167665
P61328	116.6929734579548
Q9NP98	17.46429015890159
Q07021	659.6861368998416
P13804	140.88977936169377
Q06330	303.72916127310486
Q8NHU6	144.7976692365175
Q8TB92	84.3994304630504
Q9ULD8	0.4917572436244746
Q03692	38.01028447192989
Q92598	45.33712284228524
Q13433	253.5563607857264
Q15554	655.8083435217671
Q53G44	18.130356669364296
Q15785	145.708353414037
P23786	157.93487801498438
O43405	41.14352759271627
P58557	45.541835861614494
O15379	634.353456899468
Q49B96	82.46966132512759
P42766	35.072300997990354
Q8NEB5	77.70951777576694
P28066	45.26706195251913
Q15526	90.34601527317132
Q9NYU2	74.63054371002337
Q86TB9	252.79229505676184
Q8NHJ6	1175.9112468199626
Q9NQY0	46.876119555086724
P62979	75.11700013472819
O00341	44.4514617157683
P10242	407.0268195374512
Q03405	347.0266782596032
Q86U90	9.91671426800847
O75676	342.39339396322146
Q9BV57	90.21244173477179
Q5JTJ3	142.1249938852609
Q9BYQ8	20.40366869746184
Q8TEC5	384.4321016716995
Q70EL3	226.01865989875287
Q96HI0	0.4917572436244746
Q6J4K2	428.5489470957902
P10523	51.96982360661274
Q92843	58.047428519917425
Q15262	455.09721515997074
P06748	952.5637811736519
P32942	23.05562564591402
Q15008	21.83237825570286
Q96DH6	3.812436202659092
Q96PN7	229.9126137864759
P51153	336.9798299656823
Q587J8	20.22677761059471
Q92925	137.8454645103478
Q9UGI6	82.91961758981769
Q86YT9	225.86779906297275
P42331	124.36193298723188
Q9H205	0.4917572436244746
Q03113	59.45857802408929
P18850	363.47599307679997
O75592	169.64428733422375
O43709	193.55911981105723
Q96A72	166.55546518546217
O43524	495.49305955080195
P41143	217.10874257903026
Q8NB78	176.25322843207314
Q5TA50	284.8856198750153
Q9BY07	20.649664158198117
P47992	982.5710425812161
Q96HT8	0.4917572436244746
Q9UMQ3	102.51581100338005
Q9NP92	42.57783442545981
Q69YN4	138.2039723727061
Q96B36	125.31961509580505
Q8N6S4	120.93700225551812
Q07075	118.54032741298055
P03928	311.32112263160474
P84090	77.80843330544597
Q7Z3K3	122.77563903616557
O76031	156.61605693619202
Q9UK61	252.54070620868544
P02652	913.7142656878945
Q9Y2X7	24.447346078053037
O43583	125.44954569602918
Q9Y5W8	134.3800902625178
P03897	85.34585916735492
P10767	63.878374690766734
Q13459	310.1566801327888
P01023	237.98401438231252
O76061	72.27295600172026
P06454	42.4080510412038
Q9GZM7	41.4391172069825
P02671	775.6087048949535
Q9NS69	242.30718973385407
Q9H063	167.45580208592114
Q9UKF7	131.34070483615443
O43541	574.3684682526306
P43632	24.798276601512086
Q02577	16.89958753026037
Q15717	245.11218399311923
A5D8V6	72.77990091630465
Q06520	227.04769585782597
Q8TDG4	115.5865201503212
P22736	234.224540841018
Q9H814	0.4917572436244746
Q9Y227	314.4561451267823
Q9UI36	175.69516965971576
Q9ULG6	19.868755605563972
O95251	659.0390752573593
Q8NCR0	101.9861448787786
P04731	59.11035223170326
P41970	150.40611789475366
P55000	104.0498156942388
Q8N428	122.13653201083484
P11488	147.56480855669636
Q6UXV4	131.05980110051297
Q7Z465	52.318523335322936
Q96RI0	156.5259386658197
Q16836	146.23157331938881
P42892	427.06104621443546
P06127	8.175059072046128
Q07002	0.4917572436244746
Q5JPI3	33.285265296407474
Q8IV36	120.16792390681414
Q9BXR5	3.812436202659092
O94929	178.2578246370297
Q15543	83.68517590695897
P0C2W1	69.69116410738425
Q8WWT9	240.9063307254985
Q13224	416.17773305644056
Q96BR5	22.19565375199362
O14641	306.6588848184867
P32241	93.42361002845577
Q6BCY4	49.18451699278185
Q9UHC6	379.09631159877904
O75771	234.47848177533461
Q96J02	309.34693011647124
Q9HAS0	122.52901798946077
P42166	14.70097895182583
Q9Y6N9	198.7166775434561
Q96IS3	113.40861672618642
P62906	105.46561664954055
P78345	179.08542526958976
Q9BV68	242.30438499672113
Q9BYQ9	20.40366869746184
Q96Q06	9.271661833688082
P40121	158.00717292054347
Q7Z5L2	16.158478032111887
Q8IZP1	36.78506093703452
Q8IZX4	123.74389138543816
Q96JQ5	37.85302231479205
Q86WC6	46.61213256327218
A7KAX9	0.4917572436244746
Q06889	220.61795939967823
Q8N5Y8	327.49065527333784
O14523	301.00677709061125
Q9H9E3	80.4924979125668
P25098	269.99953098433207
O60547	112.94039341031271
Q99798	120.59424142433201
Q9NZQ3	15.775766157820222
Q9NPF0	199.9289388051078
P17050	124.70320933303583
Q9H7P9	51.6318930770727
Q13636	330.8270474466674
Q96LC7	60.83201826355757
P35475	124.2315725199069
Q92915	0.4917572436244746
Q8WW12	82.338051757618
Q03923	73.02954928768163
P25208	162.80691192869196
Q9BQ95	32.84179608803353
O43426	258.4388544253997
P35713	299.2496723650568
Q05209	137.78551796832716
O00478	31.292312334949454
P78314	24.966744296374866
Q96L92	176.32362797819235
Q8IX05	36.83523999530246
Q9Y2T2	16.432197979719863
O14519	67.26681547870552
Q9Y613	170.76472731388134
Q04446	86.69405520844573
O15054	106.53024869315347
Q9UJX0	74.40056220859451
Q96KR6	127.90651237855502
P08397	18.984169259687885
Q6L9W6	27.811117345690935
Q9H310	205.22864894199952
Q8NEY8	169.6427669993085
Q9H2U2	39.200290902506765
P30419	143.64578117266979
Q15035	105.56339769294297
P24864	144.66006597452179
Q92854	574.4822182339033
O43482	41.30398394627883
Q8N131	69.52507401697146
Q8TBB6	36.25489049738113
P04439	910.1173275197335
P14138	660.6849816148188
Q9BTL4	52.01824269867066
P50443	108.38405328409321
Q99750	0.4917572436244746
Q13887	155.1597726529501
O60393	32.68374334842473
O00241	0.4917572436244746
Q7Z3B3	158.23683321560767
P14920	247.26890841700836
Q8WUD6	137.9766266386081
Q9H6R7	20.601222254037918
Q96AD5	135.10681332287533
P28347	166.91829410257992
Q9HC29	915.1222052159588
O60551	135.405671321409
Q14192	131.6032712628782
Q9BUN8	479.65413425197613
O15079	30.562490815897043
O95704	100.9159664808619
Q96S52	80.74414534989148
O00148	161.53710939399053
P02686	327.6010819775665
Q5T890	109.51996166596305
Q9Y265	353.1348372734471
Q70EL2	131.87608823288454
Q9BSM1	110.42166701520841
Q15811	50.04296872930262
P05413	63.08576345410285
Q9H1R3	264.1443430944229
O75469	218.54598470325215
Q02410	0.4917572436244746
Q16352	64.11925797118
Q6ZS72	45.249537519721244
Q7Z5W3	148.76070380709163
Q9ULX9	79.3300778883565
P04156	529.6382473974571
O60239	100.19341845135749
P20020	287.6871449376363
O00629	0.4917572436244746
P05186	85.68901482429914
Q8N1N2	180.7811933237665
O95104	157.9353066815844
O60841	75.02354569544877
Q09028	249.9293374497848
P86452	16.600384812409608
Q92541	138.2468044036557
Q9Y4A5	260.18409491502524
Q5T7N3	1.4066173334160341
P01833	248.46043224487363
Q9BW83	107.74153364937494
Q9NRC6	220.39759585565875
Q711Q0	0.4917572436244746
Q9BVQ7	16.756456355296475
P16519	138.5837603467078
Q8N4G2	0.4917572436244746
Q15389	711.919880342899
O14925	93.75517443734041
Q6FI81	36.25978486944639
Q9Y5Y5	307.9512999447956
Q2M389	95.70767075618771
O14964	377.8010488300752
P38936	848.423446946236
Q9Y4Y9	174.3826011101666
P15516	0.4917572436244746
Q9HBY8	16.435131812993095
Q14699	312.1421018280861
Q8NDX5	48.37588712728436
P63261	484.6815979293615
Q15031	127.01509701171447
Q86UN6	65.00184319264883
P62491	910.7983578933727
Q92830	543.1396729831
A2RUH7	32.93071422601034
Q9H015	246.4968595240326
Q86VP6	90.81501557316504
Q5D1E8	1113.8547558904177
P49789	284.3910021777349
Q9H9L7	4.646160936742067
P78346	186.01797396865754
Q8NCH0	125.67473315043436
Q9H4Y5	141.00746812013833
Q96IF1	184.47557198094376
Q6PCT2	141.80200716917562
P30153	79.40081512152054
Q9BXB7	11.440579785180947
P78423	970.7078184192288
Q9Y5B0	246.80411171912405
Q10586	102.51581100338005
Q15654	124.30329141015943
Q9H2A9	90.87698700186652
O75093	291.99117832019374
O76082	243.46730130190778
P28070	54.1318488635175
Q9Y5J7	279.1411015444702
Q7LFL8	127.71271006713242
Q6DKI7	58.849009992884945
Q9UPQ4	91.11892793230976
Q13642	255.87898590921813
O15018	1.4066173334160341
Q9ULL8	103.96328054569156
Q9NZN8	235.29088694069247
O76094	115.65207698414923
Q6P9F7	123.50520632080935
Q86TW2	59.486875458750205
Q9H0F7	104.29731776755119
Q9NVV9	204.9570447819665
Q2KHM9	66.754871672475
Q9UBL3	281.46005384989104
P34925	94.4174856173271
Q8WTQ7	69.23299878259401
Q6NTE8	394.4765401143063
Q86U42	122.84052017007072
Q96AY3	10.965534976537828
Q9P2J3	115.90625343754675
Q06187	121.63289400283914
Q9UPP1	371.4015926250533
Q99963	3.812436202659092
Q9H0E7	149.68411245186428
Q16666	754.9733325488377
P58004	611.2730754919796
Q7Z591	40.380212100873564
Q8TBH0	23.519543972160722
Q9UKW4	224.83643222875546
A7MCY6	0.4917572436244746
P07996	1559.3087345516485
P24043	23.11590976357021
Q9Y4C5	61.831326101281334
Q14119	133.57386224823168
P34998	275.53608687065275
Q07955	217.60089084987302
Q1W6H9	108.3985120702158
Q9BYZ2	0.4917572436244746
Q96HA7	198.9210705063385
O60479	13.647835015012756
P49326	79.00429946866898
Q13023	343.2822788482878
P07199	12.261676334822603
Q15022	189.66080830962642
Q9UBZ9	20.006950196922713
Q9H0H5	546.4050530447994
P43405	780.6479374589677
Q9Y3C4	96.5654472396751
P22083	95.52741202106488
O43435	218.92716050142542
P01579	1621.0446471868759
Q8N4S9	216.17174222407928
Q68CP9	185.21199745800595
Q7Z392	114.64204021344649
P07478	94.92845461649466
P49427	188.80601858903478
Q969S8	328.54854535734825
Q9NRK6	47.29674148786982
Q9UN36	48.205996622187634
Q92918	152.01070407241016
Q6PJF5	8.175059072046128
Q7Z6L0	26.894466806511673
Q96PC2	132.31615343631063
Q9HCH3	53.14366072877847
Q9Y5U4	310.85097947643226
P04899	77.01351481909273
P51157	42.565262371514315
O00763	119.99177204927497
Q9H4M9	284.77370417962874
Q6DN90	0.4917572436244746
Q9BWL3	28.40337633423165
Q08J23	240.4791396799158
O00338	31.71460640360349
Q9BUJ2	8.336760013255624
Q9NXL9	295.98191813226754
Q9H7V2	35.200753734376974
P23471	63.37934389217821
O95750	353.2470886102953
Q13651	128.37726073929267
Q8N8U2	0.4917572436244746
P01116	116.50049968625592
Q96S65	0.4917572436244746
Q9H7Z3	90.36787518468174
Q86UU0	141.5004221485188
Q8TEJ3	127.55638300695756
Q5JRA6	503.766818479841
Q9Y2H9	31.921995680488223
Q9Y6C2	195.4818866853232
Q9NPG1	74.58237632768315
Q7Z4G1	57.41157974396698
P62424	67.73947946233642
P60228	278.8022407153093
P38405	0.4917572436244746
O75928	129.43340473171983
Q3SXY8	10.426911790502821
Q9H0G5	91.31792405943641
Q9BUH6	119.80887267783493
P51805	0.4917572436244746
P07202	31.492891832236438
Q9BYF1	434.65038148305354
Q9NP94	60.01254722410187
O00548	123.62269634438347
Q5TAT6	48.57542954338759
P06239	672.8136094838069
Q8NG31	182.64583728313286
P48651	108.19568877772683
Q96HL8	76.62369238450451
P46777	492.0065138692145
P98179	0.4917572436244746
Q6ZVD7	412.76411409735454
Q9NP55	177.18368857509012
O94907	534.6882427191515
P61081	60.2937239762681
P0C5Z0	140.8207317823377
O43823	148.92964638282214
Q16566	244.16272291740205
Q02930	37.25978558435664
Q504Y2	92.40061327693286
Q02790	53.32381295796384
Q86VD9	202.8793774419971
Q8NHY3	241.28473119182036
Q9H4G4	172.91131504785972
Q9BZE9	24.60154879135776
Q9HA82	104.05163819440558
Q15831	600.7061455294061
O95793	128.79803133285833
Q8NI77	304.86147255319764
Q9NP70	0.4917572436244746
Q06124	625.4865254347955
Q6ZUJ8	0.4917572436244746
Q99217	139.40351611285078
P51825	24.326810726549255
Q9UJF2	0.4917572436244746
P26927	186.51492305518025
Q15738	9.271661833688082
Q9Y5W7	107.80816771116484
Q9BZJ8	100.53467082971746
Q9NX14	115.38833442960629
P11474	45.36832730253915
Q5K651	59.3201477285571
Q9NVU7	14.203022832066413
Q9UHG3	145.84200936500727
Q9C029	6.0527782701581
O14640	461.940393403883
Q8NBI6	194.80310090244367
O95718	41.786324843413425
P83731	105.46561664954055
Q15120	239.93252732047512
Q9UNS2	53.202684118741516
Q8TAG5	121.26349998010609
Q9BY49	101.23294824371499
P82251	189.7296614870228
O75164	238.7744240422875
Q9BXL8	0.4917572436244746
Q9Y2W1	347.56269880009336
O43491	81.04303592798306
Q96G91	143.24226922165647
P17181	141.7057557239904
P11912	3.812436202659092
Q13123	375.66481622808845
O95389	71.42059818166662
P24387	463.29391022165305
Q5FBB7	232.92604088058857
Q92886	553.0483718350303
P19367	170.9204226727625
Q5JTD0	0.4917572436244746
Q9UBD9	212.42158709756657
Q5JTV8	47.819488609079784
Q8TCT6	408.834721555748
O00623	214.823490507668
Q13127	893.4793765109346
O15164	263.2798785848879
O60711	102.69245316521089
Q14789	69.81187883444208
Q9H706	132.09853419120998
P50416	160.8767017926586
Q6ZWJ1	186.2805291620966
Q8NHQ1	0.4917572436244746
P28324	191.4806868544821
Q6NSJ2	3.6905990765135566
Q9H8T0	174.02420281467295
Q9HCJ2	88.7003612859711
P55211	247.04666357788238
Q86VQ0	66.646617313104
O75132	9.865214472817193
Q8TDW0	104.25628188715257
Q15021	123.7049584971247
P55786	95.61840421120704
Q8TAM6	121.33348785729014
P61565	38.133048534594394
Q9Y5T4	0.4917572436244746
Q15797	324.1935662021593
Q96DW6	55.09018391629964
P41214	207.59678780006757
Q8WXD9	3.812436202659092
Q9NY25	34.95066844160527
Q13503	68.39050080564832
Q86XE5	192.34792821346537
Q86W47	233.44444107804466
Q9H900	158.92581299162262
P38571	37.74243015432269
P30990	49.825619116929
Q8WWN8	43.03720834466398
Q99439	59.23954951975294
Q96G75	5.435418262469419
P09327	704.1171527729687
Q13490	363.0662322533642
Q5VXT5	47.71423937856316
Q8TCB7	75.43814466074066
P51580	69.7325018143006
O94813	1361.403739416243
Q8IV20	269.81150735086976
O75143	171.81497649886373
Q9NWW9	135.99051803150235
P49069	163.91806739613054
P50549	113.9003739698109
Q15369	0.4917572436244746
Q9C0K7	205.17175401411322
Q99572	544.3007410677153
Q96P16	92.53298779441022
O43809	337.3121698612536
P58876	4.646160936742067
Q08752	377.1335520319481
Q92185	32.96593545474303
P15923	368.6180166398645
Q9BXI6	209.67948848392527
Q16288	349.66259754006876
Q86U70	133.13439609245268
Q96SW2	126.04758764504454
P23443	311.2975466401211
P23468	108.57648015067997
Q9P0S3	128.349634027869
Q6IA17	26.53805445082617
Q9NZN5	25.754914806074183
O95999	773.768163490148
Q6ISU1	0.4917572436244746
P58340	9.906913489852332
P13762	86.65935283890039
O00445	15.554149388118278
Q9NVI7	81.36435358188984
Q9Y3L5	185.29685998572995
Q3I5F7	5.435418262469419
P05187	33.72808373716578
O94953	123.98141790272076
Q9NTK5	59.92136262345362
Q7Z5G4	251.39530344110273
Q6F5E8	507.2458249074539
Q13825	58.42637281042337
P63220	135.55075327802479
P01563	449.58585513193344
P49643	121.73266017742529
Q9NZ45	11.738313184512135
Q9Y6D5	221.28852914382645
Q9BWN1	0.4917572436244746
O95139	184.3592328946376
O14531	15.727324564735383
Q5SVS4	0.4917572436244746
Q7Z6K5	155.80921070479422
P02766	3.812436202659092
Q9UQL6	458.69251069029787
P41225	21.15855619962531
P34096	64.89733947443628
P0DP24	924.098057644869
Q9BU61	67.58340405509752
Q9P260	99.3291345873779
P06493	485.35366954142347
Q08629	190.4070902011602
Q5TAQ9	38.799989294474656
Q9NUY8	145.9864700943406
Q9HCD5	0.4917572436244746
Q15911	175.02216295414803
O75366	233.96400822488326
Q719H9	54.608377722617554
P03372	686.8624652165485
P22532	1.4066173334160341
P43088	124.65018527220232
P22455	482.04180592803317
P62942	728.3527484600356
O75907	152.4279759094448
Q7L8L6	96.33439326023046
Q86WG3	71.27405137726873
Q12931	112.57500699633084
Q9Y3B6	182.60982660522563
Q13496	370.83558606918587
Q14164	253.6249747865117
Q16676	27.949511123042573
Q15858	159.29204123631257
Q9H0U9	3.6905990765135566
O60282	0.4917572436244746
O00764	198.47810994082562
P34130	0.4917572436244746
P62140	103.72618262771682
Q4V9L6	98.26667479690089
Q8IYJ3	36.23634056506312
Q96MU8	0.4917572436244746
Q96T53	104.84684496426759
Q9NQ92	78.18634744769125
Q9UKY4	114.02559732356481
Q9H6R3	45.96872255602399
Q7L8A9	304.9377484789217
A6NDG6	157.584379324285
Q9H741	50.70039884597059
Q8NEC5	0.4917572436244746
P41222	172.47190500680512
Q9UBU7	0.4917572436244746
Q9Y4P3	165.25037206369356
Q8TCY5	225.4724657948183
Q9HAD4	64.2504763755728
P22459	201.00557914667536
Q7Z4N2	231.9633206098388
Q15562	131.8907582066614
O15027	277.1479833342272
P25067	13.875799912309393
Q5VWG9	154.936532052071
Q8TCX1	207.0567474162518
Q5VY09	136.2246050375277
A6NKF2	8.495132905572639
Q00266	135.39819070494528
Q9H8G1	47.71423937856316
Q96JF0	49.787846506973466
O43868	259.46726755933975
A6NK06	197.0963685525049
Q8N5U6	91.9166639292981
Q9UIV1	508.1510684138633
Q9NX70	16.57223276373509
P41220	59.402150282276914
P51808	74.41492691102843
O95980	174.60100294526586
P14314	86.60556808716478
P42262	108.33647272926096
P16118	80.75137998663025
P32189	105.3833601461326
O95487	231.05713375989853
Q8N490	85.639732833006
Q8NAT1	114.36703338582223
Q8IX07	253.3652444809702
Q8N423	666.2441610307372
Q96B42	38.95416783591746
Q8WZ64	33.23495192188729
O60566	66.49471725427702
P15170	116.33255601464238
Q9P0T7	299.1720633120993
O76074	40.64167462361612
Q92620	85.04442439856284
O43761	47.71423937856316
Q92535	204.6568346841825
Q9Y680	0.4917572436244746
Q15417	19.637195370792565
Q9UBV2	199.81571825271527
O95866	81.86134458793414
Q13094	195.92211092461824
Q9ULR5	99.40869889218077
Q6UWP7	67.99791244784966
Q96JJ7	92.45034211443429
Q9NX36	0.4917572436244746
O14682	146.75204021483648
Q8NFU3	1.4066173334160341
O43293	411.6654821540817
Q9NPF5	311.23290488544194
Q01201	218.06997625742727
Q16581	188.9515185155291
Q9HB96	16.743440532833045
Q9NWB1	60.716526784523566
Q8WVN6	38.15833116685632
C9JE40	1.8983745770405087
Q9BX59	101.90900089841382
P28161	761.5923141579815
Q9BQY9	64.97162686249438
P51148	85.91426250721844
Q8N5F7	161.39985864288138
P24855	0.4917572436244746
O00141	30.446321903007252
Q16625	293.66116546905636
A5PKW4	75.74809899108479
Q8IXW5	179.62338816585108
P48507	170.6194673279778
P34897	374.9921371906342
Q13445	24.090628636439693
Q9NX76	148.8803947297438
Q7Z6K1	72.17428750703664
P46100	328.39339771824103
O15182	67.14326140870995
O15514	109.32762945779047
P13928	340.5721820381511
P43243	76.16945695321853
Q9BUI4	129.47925767955047
Q9BSU3	136.11545679981944
Q6UWK7	263.64935071850397
Q8N6F8	0.4917572436244746
O75446	52.39613037816633
Q14542	201.39896766829787
Q9UM82	167.23739060307085
P46379	686.4839847058618
Q9Y244	16.78407327514819
O95169	114.89657718598181
Q8N6F7	141.38373404223896
Q7Z4H4	89.88026131197303
Q9NPE6	0.4917572436244746
Q9H0X9	142.55903159050055
P61163	28.613225089740524
Q3ZCQ8	267.3780010390502
Q92879	234.0739884990067
P98160	44.49678928186082
Q7Z403	38.151964164168085
Q96PN6	202.2528979419162
Q9BT30	108.62157062252086
Q9H7T9	227.95569151392533
O60636	0.4917572436244746
Q8WXI3	6.0527782701581
Q9UJW0	7.784334514779426
Q9Y2V2	28.664180604615343
Q96KN7	0.4917572436244746
Q03591	59.416810269330966
Q68DK2	141.18730133118945
O43915	151.35826978908773
Q3V6T2	673.2972546818169
Q8N4C7	0.4917572436244746
P53805	50.18290713679871
O14627	113.9003739698109
P35790	144.4406026491755
P0DOY3	7.947848314843476
Q7Z7L7	187.59697001879886
Q8NFZ0	484.7008246423591
Q8N7X4	0.4917572436244746
P40205	78.7901707076114
Q86Y13	90.912595281243
Q86UE4	317.2285184931865
Q8NEH6	3.812436202659092
Q9NWS0	879.9361184593869
Q68CZ2	0.4917572436244746
Q96NG3	263.82573346679555
O14901	162.0934310323007
O14813	91.74710249377988
O75152	109.21726583782593
P32243	284.61930399227214
P51114	104.00481382833013
P21554	74.08407376567948
Q9NZC9	208.97690624624838
Q9UQK1	0.4917572436244746
Q8NFF2	217.67763426101757
P22888	143.15995891525915
Q9BT88	33.620410485451494
P48023	582.0378986629048
Q4KMQ1	14.387014445424953
Q96AP0	455.66193523555995
P80723	153.0632284927429
Q9P1T7	123.78850792707179
Q8IUD6	357.68755683945096
P62899	105.46561664954055
Q9Y5S1	43.28776218699091
P02730	189.77379235441668
P20809	279.6198582435608
P25440	171.36056433027102
Q9BT22	55.10062723856726
Q9Y587	38.68787654784626
P01213	7.683301828421653
P15559	36.45117873201683
Q9H492	197.20107677656418
P24593	303.51228972982244
Q7RTS7	45.71743353511774
Q96D09	15.78142194438115
Q9UJX2	244.1212682710812
P56211	100.13966057741254
Q9NR80	55.88284471093081
Q16629	109.02527252529075
O96018	30.268939965351585
Q01718	29.069536193745236
Q9H078	161.73787414602
Q5VTT2	9.089919161837686
P05455	332.7272103228476
A4QMS7	31.80771336419016
O60499	95.38365047047702
Q9Y228	0.4917572436244746
P39656	151.18208186606435
P42229	138.45337271308287
Q13769	324.7958433518011
Q9NUT2	161.91315761880355
O75379	232.4762684961487
P08697	455.66286727882084
Q5VXU9	46.04363196644931
Q8IWA4	214.67435289507085
Q9NPH5	83.33405495667878
Q13454	189.81975215470973
Q92988	105.83138120667466
P30838	98.09185822391221
P52564	62.74249201398466
Q15596	66.28992225891504
Q9BT76	7.203145843418531
O43633	627.5340652323093
Q9Y3V2	96.7288939636731
O00519	89.69000716286736
P13797	22.338607083444597
O60294	0.4917572436244746
Q9Y2F5	294.0747068079326
O43657	86.97992747724612
Q8NEV8	210.03924019821213
P78318	262.2590782824405
O14602	0.4917572436244746
Q9P0R6	263.7674631340583
P82979	120.2111190004221
Q7Z4S6	0.4917572436244746
P63027	414.5362602271479
Q99595	84.95291801456372
P85037	390.6054636825016
Q9BVM4	39.62112289735124
B2RBV5	4.914731152035101
Q9UHX1	0.4917572436244746
O15553	326.49764539407147
Q9NVJ2	159.7569074892954
Q9UGU0	5.137918180366541
Q9Y4X5	209.50547635956048
P55318	80.78482629232018
Q14444	8.112949336194188
Q16850	85.84681342267332
Q96EM0	39.07269138496025
O60609	0.4917572436244746
Q08830	73.21596741634077
Q8WTU0	96.85232204724988
Q9UJV9	99.68560905227336
Q9UNA3	51.7694123159858
Q96G28	26.651476617556256
Q96JQ0	119.1386332590929
Q9NSI8	29.612905233116933
P60323	115.70264458865184
Q96C10	190.5019960753219
Q9H9P5	0.4917572436244746
Q13057	146.23297868981552
Q9NSB8	102.4095616550414
Q9Y6G1	177.0742222735957
Q9P273	53.573395980188224
Q03393	3.812436202659092
Q4KMP7	107.78126726777677
Q86YN6	230.39302295471833
O60241	82.03901748953207
Q9H4L7	214.19603382983018
Q4G0X9	438.0212649270836
Q9H993	70.23497306679951
O95996	255.9805083116437
O43819	187.08466003938557
O95136	233.96804170925998
P09110	167.9644056728902
Q14258	397.4024400140902
Q5T4T1	42.731024848732375
Q99583	94.4468182402438
Q567V2	176.999903252432
Q02040	44.97511670307075
P31939	12.737806059772455
Q3KP66	406.9823511173134
Q9UIK4	274.7196597747995
Q92847	375.5351129596115
Q3V5L5	137.49283959661264
O60494	76.3113873778051
Q9H1K1	162.1207979510597
P29474	572.2107289358119
Q9H4A5	128.83484276015858
P48668	17.944915840099288
P82650	66.5586904968215
Q02094	155.19107765150238
Q96DR5	27.1297579538418
Q15437	11.457292220162302
P62633	90.5521180497773
Q13936	798.2827505423052
P35573	71.7451876074552
P84095	224.00261019059357
Q9HCI6	61.72253226514922
O95050	53.20245645828597
P61803	127.59548392907091
Q9BZE0	0.4917572436244746
P21549	279.9871385044177
P23141	481.0823491348308
O14727	131.84283128053917
Q8IWU6	311.8381759835762
Q9BU64	0.4917572436244746
P61201	68.78827016080056
Q96AE4	14.561251285787568
Q96HE9	10.475752178568728
P08134	235.85009834489836
Q6ZMM2	60.65161258921417
Q9UGP4	249.9733094567512
Q9H0M0	0.4917572436244746
P20839	19.20885604154638
Q6MZM0	70.13144411592015
Q9H6D3	177.93964035956859
